Chinese,English,Audio 1,Audio 2,Raw Text
海边的沙又软又白，我喜欢在上面走。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E6%B5%B7%E8%BE%B9%E7%9A%84%E6%B2%99%E5%8F%88%E8%BD%AF%E5%8F%88%E7%99%BD%EF%BC%8C%E6%88%91%E5%96%9C%E6%AC%A2%E5%9C%A8%E4%B8%8A%E9%9D%A2%E8%B5%B0-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E6%B5%B7%E8%BE%B9%E7%9A%84%E6%B2%99%E5%8F%88%E8%BD%AF%E5%8F%88%E7%99%BD%EF%BC%8C%E6%88%91%E5%96%9C%E6%AC%A2%E5%9C%A8%E4%B8%8A%E9%9D%A2%E8%B5%B0-%E7%94%B7.mp3,"海边的沙又软又白，我喜欢在上面走。
Characters: 沙"
这个袋子里放着沙子。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E8%BF%99%E4%B8%AA%E8%A2%8B%E5%AD%90%E9%87%8C%E6%94%BE%E7%9D%80%E6%B2%99%E5%AD%90-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E8%BF%99%E4%B8%AA%E8%A2%8B%E5%AD%90%E9%87%8C%E6%94%BE%E7%9D%80%E6%B2%99%E5%AD%90-%E7%94%B7.mp3,"这个袋子里放着沙子。
Characters: 沙 https://traverse.link/Mandarin_Blueprint/子"
老板计划下个月带员工们去长沙旅游，他听说那里的风景很有特点。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E8%80%81%E6%9D%BF%E8%AE%A1%E5%88%92%E4%B8%8B%E4%B8%AA%E6%9C%88%E5%B8%A6%E5%91%98%E5%B7%A5%E4%BB%AC%E5%8E%BB%E9%95%BF%E6%B2%99%E6%97%85%E6%B8%B8-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E8%80%81%E6%9D%BF%E8%AE%A1%E5%88%92%E4%B8%8B%E4%B8%AA%E6%9C%88%E5%B8%A6%E5%91%98%E5%B7%A5%E4%BB%AC%E5%8E%BB%E9%95%BF%E6%B2%99%E6%97%85%E6%B8%B8-%E7%94%B7.mp3,"老板计划下个月带员工们去长沙旅游，他听说那里的风景很有特点。
老板 láobǎn - boss
Characters: 沙 https://traverse.link/Mandarin_Blueprint/长"
买完这张红色的沙发以后，她的钱包就空了。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E4%B9%B0%E5%AE%8C%E8%BF%99%E5%BC%A0%E7%BA%A2%E8%89%B2%E7%9A%84%E6%B2%99%E5%8F%91%E4%BB%A5%E5%90%8E%EF%BC%8C%E5%A5%B9%E7%9A%84%E9%92%B1%E5%8C%85%E5%B0%B1%E7%A9%BA%E4%BA%86-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E4%B9%B0%E5%AE%8C%E8%BF%99%E5%BC%A0%E7%BA%A2%E8%89%B2%E7%9A%84%E6%B2%99%E5%8F%91%E4%BB%A5%E5%90%8E%EF%BC%8C%E5%A5%B9%E7%9A%84%E9%92%B1%E5%8C%85%E5%B0%B1%E7%A9%BA%E4%BA%86-%E7%94%B7.mp3,"买完这张红色的沙发以后，她的钱包就空了。
Characters: 沙 https://traverse.link/Mandarin_Blueprint/发"
中国有36个省。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E4%B8%AD%E5%9B%BD%E6%9C%8936%E4%B8%AA%E7%9C%81-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E4%B8%AD%E5%9B%BD%E6%9C%8936%E4%B8%AA%E7%9C%81-%E7%94%B7.mp3,"中国有36个省。
province
Characters: https://traverse.link/Mandarin_Blueprint/省"
在网上买东西可以省钱还可以省时间。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E5%9C%A8%E7%BD%91%E4%B8%8A%E4%B9%B0%E4%B8%9C%E8%A5%BF%E5%8F%AF%E4%BB%A5%E7%9C%81%E9%92%B1%E8%BF%98%E5%8F%AF%E4%BB%A5%E7%9C%81%E6%97%B6%E9%97%B4-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E5%9C%A8%E7%BD%91%E4%B8%8A%E4%B9%B0%E4%B8%9C%E8%A5%BF%E5%8F%AF%E4%BB%A5%E7%9C%81%E9%92%B1%E8%BF%98%E5%8F%AF%E4%BB%A5%E7%9C%81%E6%97%B6%E9%97%B4-%E7%94%B7.mp3,"在网上买东西可以省钱还可以省时间。
Characters: 省"
如果省了这些字的话，那小说很容易看不懂。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E5%A6%82%E6%9E%9C%E7%9C%81%E4%BA%86%E8%BF%99%E4%BA%9B%E5%AD%97%E7%9A%84%E8%AF%9D%EF%BC%8C%E9%82%A3%E5%B0%8F%E8%AF%B4%E5%BE%88%E5%AE%B9%E6%98%93%E7%9C%8B%E4%B8%8D%E6%87%82-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E5%A6%82%E6%9E%9C%E7%9C%81%E4%BA%86%E8%BF%99%E4%BA%9B%E5%AD%97%E7%9A%84%E8%AF%9D%EF%BC%8C%E9%82%A3%E5%B0%8F%E8%AF%B4%E5%BE%88%E5%AE%B9%E6%98%93%E7%9C%8B%E4%B8%8D%E6%87%82-%E7%94%B7.mp3,"如果省了这些字的话，那小说很容易看不懂。
小说 - novel  容易 róngyì - easy
Characters: 省"
新闻里说全省明天白天将会下大雪。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E6%96%B0%E9%97%BB%E9%87%8C%E8%AF%B4%E5%85%A8%E7%9C%81%E6%98%8E%E5%A4%A9%E7%99%BD%E5%A4%A9%E5%B0%86%E4%BC%9A%E4%B8%8B%E5%A4%A7%E9%9B%AA-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E6%96%B0%E9%97%BB%E9%87%8C%E8%AF%B4%E5%85%A8%E7%9C%81%E6%98%8E%E5%A4%A9%E7%99%BD%E5%A4%A9%E5%B0%86%E4%BC%9A%E4%B8%8B%E5%A4%A7%E9%9B%AA-%E7%94%B7.mp3,"新闻里说全省明天白天将会下大雪。
the whole province
将会 jiānghuì - will (formal)
Characters: https://traverse.link/Mandarin_Blueprint/全 省"
我的父亲在广东省工作，他是一名医生。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E6%88%91%E7%9A%84%E7%88%B6%E4%BA%B2%E5%9C%A8%E5%B9%BF%E4%B8%9C%E7%9C%81%E5%B7%A5%E4%BD%9C%EF%BC%8C%E4%BB%96%E6%98%AF%E4%B8%80%E5%90%8D%E5%8C%BB%E7%94%9F-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E6%88%91%E7%9A%84%E7%88%B6%E4%BA%B2%E5%9C%A8%E5%B9%BF%E4%B8%9C%E7%9C%81%E5%B7%A5%E4%BD%9C%EF%BC%8C%E4%BB%96%E6%98%AF%E4%B8%80%E5%90%8D%E5%8C%BB%E7%94%9F-%E7%94%B7.mp3,"我的父亲在广东省工作，他是一名医生。
Characters: https://traverse.link/Mandarin_Blueprint/广 省 https://traverse.link/Mandarin_Blueprint/东"
你是我的眼，帮我看这个世界。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E4%BD%A0%E6%98%AF%E6%88%91%E7%9A%84%E7%9C%BC%EF%BC%8C%E5%B8%AE%E6%88%91%E7%9C%8B%E8%BF%99%E4%B8%AA%E4%B8%96%E7%95%8C-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL39-%E4%BD%A0%E6%98%AF%E6%88%91%E7%9A%84%E7%9C%BC%EF%BC%8C%E5%B8%AE%E6%88%91%E7%9C%8B%E8%BF%99%E4%B8%AA%E4%B8%96%E7%95%8C-%E7%94%B7.mp3,"你是我的眼，帮我看这个世界。
世界 shìjiè - world, the world
Characters: https://traverse.link/Mandarin_Blueprint/眼"
