"Chinese","English","Audio 1","Audio 2","Raw Text"
"哥哥们比我强，你还是把公司给哥哥们吧！","My older brothers are stronger than me; you’d better give the company to them!","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%93%A5%E5%93%A5%E4%BB%AC%E6%AF%94%E6%88%91%E5%BC%BA%EF%BC%8C%E4%BD%A0%E8%BF%98%E6%98%AF%E6%8A%8A%E5%85%AC%E5%8F%B8%E7%BB%99%E5%93%A5%E5%93%A5%E4%BB%AC%E5%90%A7-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E5%93%A5%E5%93%A5%E4%BB%AC%E6%AF%94%E6%88%91%E5%BC%BA%EF%BC%8C%E4%BD%A0%E8%BF%98%E6%98%AF%E6%8A%8A%E5%85%AC%E5%8F%B8%E7%BB%99%E5%93%A5%E5%93%A5%E4%BB%AC%E5%90%A7-%E5%A5%B3.mp3","哥哥们比我强，你还是把公司给哥哥们吧！
My older brothers are stronger than me; you’d better give the company to them!

1. strong

‎

把 bǎ - (preposition used to shift the object to before the verb, which must be accompanied by some other word or expression, often a verb complement)  吧 ba - (particle expressing suggestion)

‎

    


Characters: 强
"
"狼在外面用力地推房子，可是房子一点儿也不动。","The wolf pushed the house hard from outside, but the house didn’t move at all.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%8B%BC%E5%9C%A8%E5%A4%96%E9%9D%A2%E7%94%A8%E5%8A%9B%E5%9C%B0%E6%8E%A8%E6%88%BF%E5%AD%90%EF%BC%8C%E5%8F%AF%E6%98%AF%E6%88%BF%E5%AD%90%E4%B8%80%E7%82%B9%E5%84%BF%E4%B9%9F%E4%B8%8D%E5%8A%A8-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%8B%BC%E5%9C%A8%E5%A4%96%E9%9D%A2%E7%94%A8%E5%8A%9B%E5%9C%B0%E6%8E%A8%E6%88%BF%E5%AD%90%EF%BC%8C%E5%8F%AF%E6%98%AF%E6%88%BF%E5%AD%90%E4%B8%80%E7%82%B9%E5%84%BF%E4%B9%9F%E4%B8%8D%E5%8A%A8-%E5%A5%B3.mp3","狼在外面用力地推房子，可是房子一点儿也不动。
The wolf pushed the house hard from outside, but the house didn’t move at all.

1. to push

‎

狼 láng - wolf

‎

    


Characters: 推
"
"他欠我钱。","He owes me money.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BB%96%E6%AC%A0%E6%88%91%E9%92%B1-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BB%96%E6%AC%A0%E6%88%91%E9%92%B1-%E5%A5%B3.mp3","他欠我钱。
He owes me money.

1. to owe

‎

‎

    


Characters: 欠
"
"你可以吹气球吗？","Can you blow up the balloon?","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BD%A0%E5%8F%AF%E4%BB%A5%E5%90%B9%E6%B0%94%E7%90%83%E5%90%97-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BD%A0%E5%8F%AF%E4%BB%A5%E5%90%B9%E6%B0%94%E7%90%83%E5%90%97-%E5%A5%B3.mp3","你可以吹气球吗？
Can you blow up the balloon?

1. to blow

‎

气球 qìqiú - balloon

‎

    


Characters: 吹
"
"可是狼轻轻一吹，猪大哥的草房就倒了。","But the wolf blew lightly, and the eldest pig’s straw house collapsed.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E5%8F%AF%E6%98%AF%E7%8B%BC%E8%BD%BB%E8%BD%BB%E4%B8%80%E5%90%B9%EF%BC%8C%E7%8C%AA%E5%A4%A7%E5%93%A5%E7%9A%84%E8%8D%89%E6%88%BF%E5%B0%B1%E5%80%92%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E5%8F%AF%E6%98%AF%E7%8B%BC%E8%BD%BB%E8%BD%BB%E4%B8%80%E5%90%B9%EF%BC%8C%E7%8C%AA%E5%A4%A7%E5%93%A5%E7%9A%84%E8%8D%89%E6%88%BF%E5%B0%B1%E5%80%92%E4%BA%86-%E5%A5%B3.mp3","可是狼轻轻一吹，猪大哥的草房就倒了。
But the wolf blew lightly, and the eldest pig’s straw house collapsed.

1. to blow

‎

狼 láng - wolf    倒 dǎo - collapse    房 fáng - house

‎

    


Characters: 吹
"
"那首歌真好听。","That song is really nice.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E9%82%A3%E9%A6%96%E6%AD%8C%E7%9C%9F%E5%A5%BD%E5%90%AC-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E9%82%A3%E9%A6%96%E6%AD%8C%E7%9C%9F%E5%A5%BD%E5%90%AC-%E5%A5%B3.mp3","那首歌真好听。
That song is really nice.

1. song

‎

‎

    


Characters: 歌
"
"他一边洗澡，一边唱歌。","He sings while taking a shower.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BB%96%E4%B8%80%E8%BE%B9%E6%B4%97%E6%BE%A1%EF%BC%8C%E4%B8%80%E8%BE%B9%E5%94%B1%E6%AD%8C-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BB%96%E4%B8%80%E8%BE%B9%E6%B4%97%E6%BE%A1%EF%BC%8C%E4%B8%80%E8%BE%B9%E5%94%B1%E6%AD%8C-%E5%A5%B3.mp3","他一边洗澡，一边唱歌。
He sings while taking a shower.

1. to sing

‎

洗澡 xízǎo - shower

‎

    


Characters: 唱


歌
"
"第二位仙女说，祝宝宝的声音和唱歌一样好听。","The second fairy said: “I wish the baby’s voice is as beautiful as their singing.”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E7%AC%AC%E4%BA%8C%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E7%9A%84%E5%A3%B0%E9%9F%B3%E5%92%8C%E5%94%B1%E6%AD%8C%E4%B8%80%E6%A0%B7%E5%A5%BD%E5%90%AC-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E7%AC%AC%E4%BA%8C%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E7%9A%84%E5%A3%B0%E9%9F%B3%E5%92%8C%E5%94%B1%E6%AD%8C%E4%B8%80%E6%A0%B7%E5%A5%BD%E5%90%AC-%E5%A5%B3.mp3","第二位仙女说，祝宝宝的声音和唱歌一样好听。
The second fairy said: “I wish the baby’s voice is as beautiful as their singing.”

1. to sing

‎

仙女 xiānnǚ - fairy    祝 zhù - wish, bless, express good wishes

‎

    


Characters: 唱


歌
"
"你的床太软了。","Your bed is too soft.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BD%A0%E7%9A%84%E5%BA%8A%E5%A4%AA%E8%BD%AF%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BD%A0%E7%9A%84%E5%BA%8A%E5%A4%AA%E8%BD%AF%E4%BA%86-%E5%A5%B3.mp3","你的床太软了。
Your bed is too soft.

1. soft

‎

‎

    


Characters: 软
"
"你这次来得太晚了。","You came too late this time.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BD%A0%E8%BF%99%E6%AC%A1%E6%9D%A5%E5%BE%97%E5%A4%AA%E6%99%9A%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL35-%E4%BD%A0%E8%BF%99%E6%AC%A1%E6%9D%A5%E5%BE%97%E5%A4%AA%E6%99%9A%E4%BA%86-%E5%A5%B3.mp3","你这次来得太晚了。
You came too late this time.

1. this time

‎

‎

    


Characters: 次


这
"
