Chinese,English,Audio 1,Audio 2,Raw Text
小时候，我常去海边玩。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%B0%8F%E6%97%B6%E5%80%99%EF%BC%8C%E6%88%91%E5%B8%B8%E5%8E%BB%E6%B5%B7%E8%BE%B9%E7%8E%A9-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%B0%8F%E6%97%B6%E5%80%99%EF%BC%8C%E6%88%91%E5%B8%B8%E5%8E%BB%E6%B5%B7%E8%BE%B9%E7%8E%A9-%E7%94%B7.mp3,"小时候，我常去海边玩。
sea
Characters: 海"
这次旅行的目的地是上海。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E8%BF%99%E6%AC%A1%E6%97%85%E8%A1%8C%E7%9A%84%E7%9B%AE%E7%9A%84%E5%9C%B0%E6%98%AF%E4%B8%8A%E6%B5%B7-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E8%BF%99%E6%AC%A1%E6%97%85%E8%A1%8C%E7%9A%84%E7%9B%AE%E7%9A%84%E5%9C%B0%E6%98%AF%E4%B8%8A%E6%B5%B7-%E7%94%B7.mp3,"这次旅行的目的地是上海。
Shanghai
旅行 lǚxíng - to travel, visit
Characters: 海"
上海市在中国的东边，离海比较近。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%9C%A8%E4%B8%AD%E5%9B%BD%E7%9A%84%E4%B8%9C%E8%BE%B9%EF%BC%8C%E7%A6%BB%E6%B5%B7%E6%AF%94%E8%BE%83%E8%BF%91-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%9C%A8%E4%B8%AD%E5%9B%BD%E7%9A%84%E4%B8%9C%E8%BE%B9%EF%BC%8C%E7%A6%BB%E6%B5%B7%E6%AF%94%E8%BE%83%E8%BF%91-%E7%94%B7.mp3,"上海市在中国的东边，离海比较近。
Shanghai City
离 lí - distance from
Characters: 市 海 上"
她不开心的时候就去看一看大海。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%A5%B9%E4%B8%8D%E5%BC%80%E5%BF%83%E7%9A%84%E6%97%B6%E5%80%99%E5%B0%B1%E5%8E%BB%E7%9C%8B%E4%B8%80%E7%9C%8B%E5%A4%A7%E6%B5%B7-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%A5%B9%E4%B8%8D%E5%BC%80%E5%BF%83%E7%9A%84%E6%97%B6%E5%80%99%E5%B0%B1%E5%8E%BB%E7%9C%8B%E4%B8%80%E7%9C%8B%E5%A4%A7%E6%B5%B7-%E5%A5%B3.mp3,"她不开心的时候就去看一看大海。
用法 1 - sea, ocean
Characters: 海"
在海边有一个房子是一件多么幸福的事情。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%9C%A8%E6%B5%B7%E8%BE%B9%E6%9C%89%E4%B8%80%E4%B8%AA%E6%88%BF%E5%AD%90%E6%98%AF%E4%B8%80%E4%BB%B6%E5%A4%9A%E4%B9%88%E5%B9%B8%E7%A6%8F%E7%9A%84%E4%BA%8B%E6%83%85-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%9C%A8%E6%B5%B7%E8%BE%B9%E6%9C%89%E4%B8%80%E4%B8%AA%E6%88%BF%E5%AD%90%E6%98%AF%E4%B8%80%E4%BB%B6%E5%A4%9A%E4%B9%88%E5%B9%B8%E7%A6%8F%E7%9A%84%E4%BA%8B%E6%83%85-%E5%A5%B3.mp3,"在海边有一个房子是一件多么幸福的事情。
用法 1 - coast, seaside, seashore, beach
Characters: 海"
国外的东西进到中国都会经过海关。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%9B%BD%E5%A4%96%E7%9A%84%E4%B8%9C%E8%A5%BF%E8%BF%9B%E5%88%B0%E4%B8%AD%E5%9B%BD%E9%83%BD%E4%BC%9A%E7%BB%8F%E8%BF%87%E6%B5%B7%E5%85%B3-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%9B%BD%E5%A4%96%E7%9A%84%E4%B8%9C%E8%A5%BF%E8%BF%9B%E5%88%B0%E4%B8%AD%E5%9B%BD%E9%83%BD%E4%BC%9A%E7%BB%8F%E8%BF%87%E6%B5%B7%E5%85%B3-%E5%A5%B3.mp3,"国外的东西进到中国都会经过海关。
用法 1 - customs (i.e. border crossing inspection) (MW: 个 gè)
Characters: 海 关"
不要让你的小狗乱吃地上的东西，小心有毒。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%B8%8D%E8%A6%81%E8%AE%A9%E4%BD%A0%E7%9A%84%E5%B0%8F%E7%8B%97%E4%B9%B1%E5%90%83%E5%9C%B0%E4%B8%8A%E7%9A%84%E4%B8%9C%E8%A5%BF%EF%BC%8C%E5%B0%8F%E5%BF%83%E6%9C%89%E6%AF%92-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%B8%8D%E8%A6%81%E8%AE%A9%E4%BD%A0%E7%9A%84%E5%B0%8F%E7%8B%97%E4%B9%B1%E5%90%83%E5%9C%B0%E4%B8%8A%E7%9A%84%E4%B8%9C%E8%A5%BF%EF%BC%8C%E5%B0%8F%E5%BF%83%E6%9C%89%E6%AF%92-%E7%94%B7.mp3,"不要让你的小狗乱吃地上的东西，小心有毒。
poison
Characters: 毒"
地上的东西把那只小猫毒死了。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%9C%B0%E4%B8%8A%E7%9A%84%E4%B8%9C%E8%A5%BF%E6%8A%8A%E9%82%A3%E5%8F%AA%E5%B0%8F%E7%8C%AB%E6%AF%92%E6%AD%BB%E4%BA%86-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%9C%B0%E4%B8%8A%E7%9A%84%E4%B8%9C%E8%A5%BF%E6%8A%8A%E9%82%A3%E5%8F%AA%E5%B0%8F%E7%8C%AB%E6%AF%92%E6%AD%BB%E4%BA%86-%E7%94%B7.mp3,"地上的东西把那只小猫毒死了。
Characters: 毒"
我的电脑有病毒，开不了机了。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%88%91%E7%9A%84%E7%94%B5%E8%84%91%E6%9C%89%E7%97%85%E6%AF%92%EF%BC%8C%E5%BC%80%E4%B8%8D%E4%BA%86%E6%9C%BA%E4%BA%86-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%88%91%E7%9A%84%E7%94%B5%E8%84%91%E6%9C%89%E7%97%85%E6%AF%92%EF%BC%8C%E5%BC%80%E4%B8%8D%E4%BA%86%E6%9C%BA%E4%BA%86-%E7%94%B7.mp3,"我的电脑有病毒，开不了机了。
virus
电脑 diānnǎo - computer
Characters: 病 毒"
他可能不是生病，而是中毒了，快送医院吧！,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BB%96%E5%8F%AF%E8%83%BD%E4%B8%8D%E6%98%AF%E7%94%9F%E7%97%85%EF%BC%8C%E8%80%8C%E6%98%AF%E4%B8%AD%E6%AF%92%E4%BA%86-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BB%96%E5%8F%AF%E8%83%BD%E4%B8%8D%E6%98%AF%E7%94%9F%E7%97%85%EF%BC%8C%E8%80%8C%E6%98%AF%E4%B8%AD%E6%AF%92%E4%BA%86-%E7%94%B7.mp3,"他可能不是生病，而是中毒了，快送医院吧！
poisoning
Characters: 毒 中"
我觉得这个周末我们可以去吃羊肉，叫上你的哥们儿一起吧。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%88%91%E8%A7%89%E5%BE%97%E8%BF%99%E4%B8%AA%E5%91%A8%E6%9C%AB%E6%88%91%E4%BB%AC%E5%8F%AF%E4%BB%A5%E5%8E%BB%E5%90%83%E7%BE%8A%E8%82%89%EF%BC%8C%E5%8F%AB%E4%B8%8A%E4%BD%A0%E7%9A%84%E5%93%A5%E4%BB%AC%E5%84%BF%E4%B8%80%E8%B5%B7%E5%90%A7-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%88%91%E8%A7%89%E5%BE%97%E8%BF%99%E4%B8%AA%E5%91%A8%E6%9C%AB%E6%88%91%E4%BB%AC%E5%8F%AF%E4%BB%A5%E5%8E%BB%E5%90%83%E7%BE%8A%E8%82%89%EF%BC%8C%E5%8F%AB%E4%B8%8A%E4%BD%A0%E7%9A%84%E5%93%A5%E4%BB%AC%E5%84%BF%E4%B8%80%E8%B5%B7%E5%90%A7-%E5%A5%B3.mp3,"我觉得这个周末我们可以去吃羊肉，叫上你的哥们儿一起吧。
用法 1 - mutton
Characters: 肉"
你觉不觉得羊肉特别香？,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E8%A7%89%E4%B8%8D%E8%A7%89%E5%BE%97%E7%BE%8A%E8%82%89%E7%89%B9%E5%88%AB%E9%A6%99-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E8%A7%89%E4%B8%8D%E8%A7%89%E5%BE%97%E7%BE%8A%E8%82%89%E7%89%B9%E5%88%AB%E9%A6%99-%E5%A5%B3.mp3,"你觉不觉得羊肉特别香？
用法 1 - mutton
Characters: 肉 羊"
你知道怎么做好吃的包子吗?,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E7%9F%A5%E9%81%93%E6%80%8E%E4%B9%88%E5%81%9A%E5%A5%BD%E5%90%83%E7%9A%84%E5%8C%85%E5%AD%90%E5%90%97-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E7%9F%A5%E9%81%93%E6%80%8E%E4%B9%88%E5%81%9A%E5%A5%BD%E5%90%83%E7%9A%84%E5%8C%85%E5%AD%90%E5%90%97-%E5%A5%B3.mp3,"你知道怎么做好吃的包子吗?
用法 1 - steamed stuffed bun
Characters: 包 子"
学做包子不是件简单的事情。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%AD%A6%E5%81%9A%E5%8C%85%E5%AD%90%E4%B8%8D%E6%98%AF%E4%BB%B6%E7%AE%80%E5%8D%95%E7%9A%84%E4%BA%8B%E6%83%85-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%AD%A6%E5%81%9A%E5%8C%85%E5%AD%90%E4%B8%8D%E6%98%AF%E4%BB%B6%E7%AE%80%E5%8D%95%E7%9A%84%E4%BA%8B%E6%83%85-%E5%A5%B3.mp3,"学做包子不是件简单的事情。
用法 1 - steamed stuffed bun
Characters: 包 子"
她的皮包已经用了十年还没坏。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%A5%B9%E7%9A%84%E7%9A%AE%E5%8C%85%E5%B7%B2%E7%BB%8F%E7%94%A8%E4%BA%86%E5%8D%81%E5%B9%B4%E8%BF%98%E6%B2%A1%E5%9D%8F-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%A5%B9%E7%9A%84%E7%9A%AE%E5%8C%85%E5%B7%B2%E7%BB%8F%E7%94%A8%E4%BA%86%E5%8D%81%E5%B9%B4%E8%BF%98%E6%B2%A1%E5%9D%8F-%E5%A5%B3.mp3,"她的皮包已经用了十年还没坏。
用法 1 - handbag, briefcase
Characters: 包 皮"
想要找到用真正的皮做的皮包不难。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%83%B3%E8%A6%81%E6%89%BE%E5%88%B0%E7%94%A8%E7%9C%9F%E6%AD%A3%E7%9A%84%E7%9A%AE%E5%81%9A%E7%9A%84%E7%9A%AE%E5%8C%85%E4%B8%8D%E9%9A%BE-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%83%B3%E8%A6%81%E6%89%BE%E5%88%B0%E7%94%A8%E7%9C%9F%E6%AD%A3%E7%9A%84%E7%9A%AE%E5%81%9A%E7%9A%84%E7%9A%AE%E5%8C%85%E4%B8%8D%E9%9A%BE-%E5%A5%B3.mp3,"想要找到用真正的皮做的皮包不难。
用法 1 - handbag, briefcase
Characters: 包 皮"
长江是中国最长的河。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E9%95%BF%E6%B1%9F%E6%98%AF%E4%B8%AD%E5%9B%BD%E6%9C%80%E9%95%BF%E7%9A%84%E6%B2%B3-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E9%95%BF%E6%B1%9F%E6%98%AF%E4%B8%AD%E5%9B%BD%E6%9C%80%E9%95%BF%E7%9A%84%E6%B2%B3-%E5%A5%B3.mp3,"长江是中国最长的河。
用法 1 - Chang Jiang River, Yangtze River
Characters: 江 长"
长江在中国的南边。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E9%95%BF%E6%B1%9F%E5%9C%A8%E4%B8%AD%E5%9B%BD%E7%9A%84%E5%8D%97%E8%BE%B9-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E9%95%BF%E6%B1%9F%E5%9C%A8%E4%B8%AD%E5%9B%BD%E7%9A%84%E5%8D%97%E8%BE%B9-%E5%A5%B3.mp3,"长江在中国的南边。
用法 1 - Chang Jiang River, Yangtze River
Characters: 江 长"
每年都有很多外国人来到长城。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%AF%8F%E5%B9%B4%E9%83%BD%E6%9C%89%E5%BE%88%E5%A4%9A%E5%A4%96%E5%9B%BD%E4%BA%BA%E6%9D%A5%E5%88%B0%E9%95%BF%E5%9F%8E-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%AF%8F%E5%B9%B4%E9%83%BD%E6%9C%89%E5%BE%88%E5%A4%9A%E5%A4%96%E5%9B%BD%E4%BA%BA%E6%9D%A5%E5%88%B0%E9%95%BF%E5%9F%8E-%E5%A5%B3.mp3,"每年都有很多外国人来到长城。
用法 1 - the Great Wall
Characters: 城 长"
我们班谁去过了长城？,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%88%91%E4%BB%AC%E7%8F%AD%E8%B0%81%E5%8E%BB%E8%BF%87%E4%BA%86%E9%95%BF%E5%9F%8E-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%88%91%E4%BB%AC%E7%8F%AD%E8%B0%81%E5%8E%BB%E8%BF%87%E4%BA%86%E9%95%BF%E5%9F%8E-%E5%A5%B3.mp3,"我们班谁去过了长城？
用法 1 - the Great Wall
Characters: 城 长"
海洋又大又宽。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%B5%B7%E6%B4%8B%E5%8F%88%E5%A4%A7%E5%8F%88%E5%AE%BD-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E6%B5%B7%E6%B4%8B%E5%8F%88%E5%A4%A7%E5%8F%88%E5%AE%BD-%E7%94%B7.mp3,"海洋又大又宽。
ocean
Characters: 海 洋"
飞过大西洋就到了美国。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E9%A3%9E%E8%BF%87%E5%A4%A7%E8%A5%BF%E6%B4%8B%E5%B0%B1%E5%88%B0%E4%BA%86%E7%BE%8E%E5%9B%BD-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E9%A3%9E%E8%BF%87%E5%A4%A7%E8%A5%BF%E6%B4%8B%E5%B0%B1%E5%88%B0%E4%BA%86%E7%BE%8E%E5%9B%BD-%E7%94%B7.mp3,"飞过大西洋就到了美国。
Atlantic Ocean
Characters: 西 大 洋"
这里的水果很新鲜。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E8%BF%99%E9%87%8C%E7%9A%84%E6%B0%B4%E6%9E%9C%E5%BE%88%E6%96%B0%E9%B2%9C-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E8%BF%99%E9%87%8C%E7%9A%84%E6%B0%B4%E6%9E%9C%E5%BE%88%E6%96%B0%E9%B2%9C-%E7%94%B7.mp3,"这里的水果很新鲜。
fresh
Characters: 新 鲜"
你看到桌上的这些鲜花了吗？喜不喜欢？,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E7%9C%8B%E5%88%B0%E6%A1%8C%E4%B8%8A%E7%9A%84%E8%BF%99%E4%BA%9B%E9%B2%9C%E8%8A%B1%E4%BA%86%E5%90%97-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E7%9C%8B%E5%88%B0%E6%A1%8C%E4%B8%8A%E7%9A%84%E8%BF%99%E4%BA%9B%E9%B2%9C%E8%8A%B1%E4%BA%86%E5%90%97-%E7%94%B7.mp3,"你看到桌上的这些鲜花了吗？喜不喜欢？
fresh
Characters: 鲜"
妈妈做的鱼汤真鲜啊！,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%A6%88%E5%A6%88%E5%81%9A%E7%9A%84%E9%B1%BC%E6%B1%A4%E7%9C%9F%E9%B2%9C%E5%95%8A-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%A6%88%E5%A6%88%E5%81%9A%E7%9A%84%E9%B1%BC%E6%B1%A4%E7%9C%9F%E9%B2%9C%E5%95%8A-%E7%94%B7.mp3,"妈妈做的鱼汤真鲜啊！
tasty
汤 tāng - soup
Characters: 鲜"
知识能帮我们更好地了解我们身边的人。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E7%9F%A5%E8%AF%86%E8%83%BD%E5%B8%AE%E6%88%91%E4%BB%AC%E6%9B%B4%E5%A5%BD%E5%9C%B0%E4%BA%86%E8%A7%A3%E6%88%91%E4%BB%AC%E8%BA%AB%E8%BE%B9%E7%9A%84%E4%BA%BA-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E7%9F%A5%E8%AF%86%E8%83%BD%E5%B8%AE%E6%88%91%E4%BB%AC%E6%9B%B4%E5%A5%BD%E5%9C%B0%E4%BA%86%E8%A7%A3%E6%88%91%E4%BB%AC%E8%BA%AB%E8%BE%B9%E7%9A%84%E4%BA%BA-%E5%A5%B3.mp3,"知识能帮我们更好地了解我们身边的人。
用法 1 - knowledge, intellect
Characters: 识 知"
学习知识是改变生活的一种很好的办法。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%AD%A6%E4%B9%A0%E7%9F%A5%E8%AF%86%E6%98%AF%E6%94%B9%E5%8F%98%E7%94%9F%E6%B4%BB%E7%9A%84%E4%B8%80%E7%A7%8D%E5%BE%88%E5%A5%BD%E7%9A%84%E5%8A%9E%E6%B3%95-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E5%AD%A6%E4%B9%A0%E7%9F%A5%E8%AF%86%E6%98%AF%E6%94%B9%E5%8F%98%E7%94%9F%E6%B4%BB%E7%9A%84%E4%B8%80%E7%A7%8D%E5%BE%88%E5%A5%BD%E7%9A%84%E5%8A%9E%E6%B3%95-%E5%A5%B3.mp3,"学习知识是改变生活的一种很好的办法。
用法 1 - knowledge, intellect
Characters: 识 知"
你来的正好，我刚准备给你打电话呢。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E6%9D%A5%E7%9A%84%E6%AD%A3%E5%A5%BD%EF%BC%8C%E6%88%91%E5%88%9A%E5%87%86%E5%A4%87%E7%BB%99%E4%BD%A0%E6%89%93%E7%94%B5%E8%AF%9D%E5%91%A2-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BD%A0%E6%9D%A5%E7%9A%84%E6%AD%A3%E5%A5%BD%EF%BC%8C%E6%88%91%E5%88%9A%E5%87%86%E5%A4%87%E7%BB%99%E4%BD%A0%E6%89%93%E7%94%B5%E8%AF%9D%E5%91%A2-%E5%A5%B3.mp3,"你来的正好，我刚准备给你打电话呢。
用法 1 - just in time, just right, just enough (adj)
Characters: 好 正"
今年正好是我们认识十年。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BB%8A%E5%B9%B4%E6%AD%A3%E5%A5%BD%E6%98%AF%E6%88%91%E4%BB%AC%E8%AE%A4%E8%AF%86%E5%8D%81%E5%B9%B4-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL37-%E4%BB%8A%E5%B9%B4%E6%AD%A3%E5%A5%BD%E6%98%AF%E6%88%91%E4%BB%AC%E8%AE%A4%E8%AF%86%E5%8D%81%E5%B9%B4-%E5%A5%B3.mp3,"今年正好是我们认识十年。
用法 1 - just in time, just right, just enough (adj)
Characters: 好 正"
