"Chinese","English","Audio 1","Audio 2","Raw Text"
"第三位仙女说，祝宝宝长大以后，会被所有人喜欢。","The third fairy said, “I wish that when the baby grows up, everyone will like him/her.”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%AC%AC%E4%B8%89%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E9%95%BF%E5%A4%A7%E4%BB%A5%E5%90%8E%EF%BC%8C%E4%BC%9A%E8%A2%AB%E6%89%80%E6%9C%89%E4%BA%BA%E5%96%9C%E6%AC%A2-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%AC%AC%E4%B8%89%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E9%95%BF%E5%A4%A7%E4%BB%A5%E5%90%8E%EF%BC%8C%E4%BC%9A%E8%A2%AB%E6%89%80%E6%9C%89%E4%BA%BA%E5%96%9C%E6%AC%A2-%E5%A5%B3.mp3","第三位仙女说，祝宝宝长大以后，会被所有人喜欢。
The third fairy said, “I wish that when the baby grows up, everyone will like him/her.”

1.third

‎

位 wèi - measure word for people showing respect










仙女 xiānnǚ - fairy    祝 zhù - wish, bless, express good wishes    喜欢 xǐhuān - like    所有 suǒyǒu - all

‎

    


Characters: 位


三(no prop)"
"第四位仙女说，祝宝宝有用不完的钱。","The fourth fairy said, “I wish the baby has endless money.”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%AC%AC%E5%9B%9B%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E6%9C%89%E7%94%A8%E4%B8%8D%E5%AE%8C%E7%9A%84%E9%92%B1-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%AC%AC%E5%9B%9B%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E6%9C%89%E7%94%A8%E4%B8%8D%E5%AE%8C%E7%9A%84%E9%92%B1-%E5%A5%B3.mp3","第四位仙女说，祝宝宝有用不完的钱。
The fourth fairy said, “I wish the baby has endless money.”

1. fourth

‎

仙女 xiānnǚ - faery

位 wèi - measure word for people showing respect    祝 zhù - wish, bless, express good wishes

‎

    


Characters: 四


位
"
"第五位仙女说，祝宝宝身体健康，不痛不病。","The fifth fairy said, “I wish the baby is healthy, without pain or illness.”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%AC%AC%E4%BA%94%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E8%BA%AB%E4%BD%93%E5%81%A5%E5%BA%B7%EF%BC%8C%E4%B8%8D%E7%97%9B%E4%B8%8D%E7%97%85-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL33-%E7%AC%AC%E4%BA%94%E4%BD%8D%E4%BB%99%E5%A5%B3%E8%AF%B4%EF%BC%8C%E7%A5%9D%E5%AE%9D%E5%AE%9D%E8%BA%AB%E4%BD%93%E5%81%A5%E5%BA%B7%EF%BC%8C%E4%B8%8D%E7%97%9B%E4%B8%8D%E7%97%85-%E5%A5%B3.mp3","第五位仙女说，祝宝宝身体健康，不痛不病。
The fifth fairy said, “I wish the baby is healthy, without pain or illness.”

1.fifth

‎

仙女 xiānnǚ - faery    位 wèi - measure word for people showing respect    健康 jiànkāng - healthy    痛 tòng - painful    病 bìng - ill    祝 zhù - wish, bless, express good wishes

‎

    


Characters: 五


位
"
"她小时候经常笑。","She often laughed when she was young.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E5%A5%B9%E5%B0%8F%E6%97%B6%E5%80%99%E7%BB%8F%E5%B8%B8%E7%AC%91-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E5%A5%B9%E5%B0%8F%E6%97%B6%E5%80%99%E7%BB%8F%E5%B8%B8%E7%AC%91-%E5%A5%B3.mp3","她小时候经常笑。
She often laughed when she was young.

1. to laugh

‎

‎

    


Characters: 笑
"
"儿子笑着说：“爸爸，种花种草有什么难的呢？你不用担心，我如果想种，一定能种好。”","The son said with a smile, “Dad, what’s difficult about planting flowers and grass? Don’t worry, if I want to plant, I will definitely do it well.”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E5%84%BF%E5%AD%90%E7%AC%91%E7%9D%80%E8%AF%B4%E7%88%B8%E7%88%B8%EF%BC%8C%E7%A7%8D%E8%8A%B1%E7%A7%8D%E8%8D%89%E6%9C%89%E4%BB%80%E4%B9%88%E9%9A%BE%E7%9A%84%E5%91%A2-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E5%84%BF%E5%AD%90%E7%AC%91%E7%9D%80%E8%AF%B4%E7%88%B8%E7%88%B8%EF%BC%8C%E7%A7%8D%E8%8A%B1%E7%A7%8D%E8%8D%89%E6%9C%89%E4%BB%80%E4%B9%88%E9%9A%BE%E7%9A%84%E5%91%A2-%E5%A5%B3.mp3","儿子笑着说：“爸爸，种花种草有什么难的呢？你不用担心，我如果想种，一定能种好。”
The son said with a smile, “Dad, what’s difficult about planting flowers and grass? Don’t worry, if I want to plant, I will definitely do it well.”

1. to laugh

‎

爸爸 bàba - dad

‎

    


Characters: 笑
"
"这时，他的爸爸笑了，他说：“ 可是我想把公司给你！”","At this time, his father smiled and said, “But I want to give the company to you!”","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E8%BF%99%E6%97%B6%EF%BC%8C%E4%BB%96%E7%9A%84%E7%88%B8%E7%88%B8%E7%AC%91%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E8%BF%99%E6%97%B6%EF%BC%8C%E4%BB%96%E7%9A%84%E7%88%B8%E7%88%B8%E7%AC%91%E4%BA%86-%E5%A5%B3.mp3","这时，他的爸爸笑了，他说：“ 可是我想把公司给你！”
At this time, his father smiled and said, “But I want to give the company to you!”

1. to laugh

‎

爸爸 bàba - dad  把 bǎ - (preposition used to shift the object to before the verb, which must be accompanied by some other word or expression, often a verb complement)

‎

    


Characters: 笑
"
"他说话很搞笑。","He speaks very humorously.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BB%96%E8%AF%B4%E8%AF%9D%E5%BE%88%E6%90%9E%E7%AC%91-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BB%96%E8%AF%B4%E8%AF%9D%E5%BE%88%E6%90%9E%E7%AC%91-%E5%A5%B3.mp3","他说话很搞笑。
He speaks very humorously.

1. funny

‎

‎

    


Characters: 搞


笑
"
"他是开玩笑的，你别认真。","He is joking; don’t take it seriously.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BB%96%E6%98%AF%E5%BC%80%E7%8E%A9%E7%AC%91%E7%9A%84%EF%BC%8C%E4%BD%A0%E5%88%AB%E8%AE%A4%E7%9C%9F-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BB%96%E6%98%AF%E5%BC%80%E7%8E%A9%E7%AC%91%E7%9A%84%EF%BC%8C%E4%BD%A0%E5%88%AB%E8%AE%A4%E7%9C%9F-%E5%A5%B3.mp3","他是开玩笑的，你别认真。
He is joking; don’t take it seriously.

1. to make a joke, “just kidding”

‎

‎

    


Characters: 玩


开


笑
"
"你的中文发音很准确。","Your Chinese pronunciation is very accurate.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BD%A0%E7%9A%84%E4%B8%AD%E6%96%87%E5%8F%91%E9%9F%B3%E5%BE%88%E5%87%86%E7%A1%AE-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BD%A0%E7%9A%84%E4%B8%AD%E6%96%87%E5%8F%91%E9%9F%B3%E5%BE%88%E5%87%86%E7%A1%AE-%E5%A5%B3.mp3","你的中文发音很准确。
Your Chinese pronunciation is very accurate.

1. pronunciation

‎

准确 zhǔnquè - accurate

‎

    


Characters: 发


音
"
"你是什么意思？","What do you mean?","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BD%A0%E6%98%AF%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL34-%E4%BD%A0%E6%98%AF%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D-%E5%A5%B3.mp3","你是什么意思？
What do you mean?

1. meaning

‎

‎

    


Characters: 思


意
"
