"Chinese","English","Audio 1","Audio 2","Raw Text"
"他不但爱读书，而且喜欢唱歌。","He not only loves reading but also likes singing.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E4%BB%96%E4%B8%8D%E4%BD%86%E7%88%B1%E8%AF%BB%E4%B9%A6%EF%BC%8C%E8%80%8C%E4%B8%94%E5%96%9C%E6%AC%A2%E5%94%B1%E6%AD%8C-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E4%BB%96%E4%B8%8D%E4%BD%86%E7%88%B1%E8%AF%BB%E4%B9%A6%EF%BC%8C%E8%80%8C%E4%B8%94%E5%96%9C%E6%AC%A2%E5%94%B1%E6%AD%8C-%E5%A5%B3.mp3","他不但爱读书，而且喜欢唱歌。
He not only loves reading but also likes singing.

1. moreover, as well as, but also

‎

不但 búdàn - not only

‎

    


Characters: 而


且
"
"不但要认真地工作，而且还得需要有耐心。","You not only have to work seriously but also need to be patient.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E4%B8%8D%E4%BD%86%E8%A6%81%E8%AE%A4%E7%9C%9F%E5%9C%B0%E5%B7%A5%E4%BD%9C%EF%BC%8C%E8%80%8C%E4%B8%94%E8%BF%98%E5%BE%97%E9%9C%80%E8%A6%81%E6%9C%89%E8%80%90%E5%BF%83-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E4%B8%8D%E4%BD%86%E8%A6%81%E8%AE%A4%E7%9C%9F%E5%9C%B0%E5%B7%A5%E4%BD%9C%EF%BC%8C%E8%80%8C%E4%B8%94%E8%BF%98%E5%BE%97%E9%9C%80%E8%A6%81%E6%9C%89%E8%80%90%E5%BF%83-%E5%A5%B3.mp3","不但要认真地工作，而且还得需要有耐心。
You not only have to work seriously but also need to be patient.

1. moreover, as well as, but also

‎

不但 búdàn - not only  耐心 nàixīn - patient

‎

    


Characters: 而


且
"
"没想到，花不仅没有长出来，而且都死了。","Unexpectedly, the flowers not only didn’t grow but also all died.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E6%B2%A1%E6%83%B3%E5%88%B0%EF%BC%8C%E8%8A%B1%E4%B8%8D%E4%BB%85%E6%B2%A1%E6%9C%89%E9%95%BF%E5%87%BA%E6%9D%A5%EF%BC%8C%E8%80%8C%E4%B8%94%E9%83%BD%E6%AD%BB%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E6%B2%A1%E6%83%B3%E5%88%B0%EF%BC%8C%E8%8A%B1%E4%B8%8D%E4%BB%85%E6%B2%A1%E6%9C%89%E9%95%BF%E5%87%BA%E6%9D%A5%EF%BC%8C%E8%80%8C%E4%B8%94%E9%83%BD%E6%AD%BB%E4%BA%86-%E5%A5%B3.mp3","没想到，花不仅没有长出来，而且都死了。
Unexpectedly, the flowers not only didn’t grow but also all died.

1. moreover, as well as, but also

‎

不仅 bùjǐn - not only

‎

    


Characters: 而


且
"
"请给我一瓶啤酒，并且帮我打开。","Please give me a bottle of beer and help me open it.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E8%AF%B7%E7%BB%99%E6%88%91%E4%B8%80%E7%93%B6%E5%95%A4%E9%85%92%EF%BC%8C%E5%B9%B6%E4%B8%94%E5%B8%AE%E6%88%91%E6%89%93%E5%BC%80-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E8%AF%B7%E7%BB%99%E6%88%91%E4%B8%80%E7%93%B6%E5%95%A4%E9%85%92%EF%BC%8C%E5%B9%B6%E4%B8%94%E5%B8%AE%E6%88%91%E6%89%93%E5%BC%80-%E5%A5%B3.mp3","请给我一瓶啤酒，并且帮我打开。
Please give me a bottle of beer and help me open it.

1. and also, furthermore

‎

一瓶啤酒 yìpíngpíjiǔ - one bottle of beer (瓶 is the measure word for bottles)

‎

    


Characters: 并


且
"
"她不但长得难看，而且声音很难听，并且还很臭。","She not only looks ugly, but her voice is also unpleasant, and she even smells bad.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E5%A5%B9%E4%B8%8D%E4%BD%86%E9%95%BF%E5%BE%97%E9%9A%BE%E7%9C%8B%EF%BC%8C%E8%80%8C%E4%B8%94%E5%A3%B0%E9%9F%B3%E5%BE%88%E9%9A%BE%E5%90%AC%EF%BC%8C%E5%B9%B6%E4%B8%94%E8%BF%98%E5%BE%88%E8%87%AD-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E5%A5%B9%E4%B8%8D%E4%BD%86%E9%95%BF%E5%BE%97%E9%9A%BE%E7%9C%8B%EF%BC%8C%E8%80%8C%E4%B8%94%E5%A3%B0%E9%9F%B3%E5%BE%88%E9%9A%BE%E5%90%AC%EF%BC%8C%E5%B9%B6%E4%B8%94%E8%BF%98%E5%BE%88%E8%87%AD-%E5%A5%B32.mp3","她不但长得难看，而且声音很难听，并且还很臭。
She not only looks ugly, but her voice is also unpleasant, and she even smells bad.

1. and also, furthermore

‎

‎

    


Characters: 并


且
"
"我的姐姐比我大三岁。","My sister is three years older than me.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E6%88%91%E7%9A%84%E5%A7%90%E5%A7%90%E6%AF%94%E6%88%91%E5%A4%A7%E4%B8%89%E5%B2%81-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E6%88%91%E7%9A%84%E5%A7%90%E5%A7%90%E6%AF%94%E6%88%91%E5%A4%A7%E4%B8%89%E5%B2%81-%E5%A5%B3.mp3","我的姐姐比我大三岁。
My sister is three years older than me.

1. older sister

‎

‎

    


Characters: 姐
"
"这位小姐长相很好。","This young lady is good-looking.","https://firebasestorage.googleapis.com/v0/b/alley-d0944.appspot.com/o/Mandarin_Blueprint%2F1704857835_%E8%BF%99%E4%BD%8D%E5%B0%8F%E5%A7%90%E9%95%BF%E7%9B%B8%E5%BE%88%E5%A5%BD-%E5%A5%B3.mp3?alt=media&token=43dc9706-ceee-4b20-b5a8-ee615d4ff982","https://firebasestorage.googleapis.com/v0/b/alley-d0944.appspot.com/o/Mandarin_Blueprint%2F1704857844_%E8%BF%99%E4%BD%8D%E5%B0%8F%E5%A7%90%E9%95%BF%E7%9B%B8%E5%BE%88%E5%A5%BD-%E7%94%B7.mp3?alt=media&token=3ff1a648-2256-4de9-ab9f-6d7bbffa93d3","这位小姐长相很好。
This young lady is good-looking.

1. young lady

‎

位 wèi - measure word for people showing respect

‎







Characters: 小


姐
"
"这里的饮料很便宜。","The drinks here are very cheap.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E8%BF%99%E9%87%8C%E7%9A%84%E9%A5%AE%E6%96%99%E5%BE%88%E4%BE%BF%E5%AE%9C-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E8%BF%99%E9%87%8C%E7%9A%84%E9%A5%AE%E6%96%99%E5%BE%88%E4%BE%BF%E5%AE%9C-%E5%A5%B3.mp3","这里的饮料很便宜。
The drinks here are very cheap.

1. cheap (piányi)

‎

饮料 yǐnliào - beverage; drink

‎

    


Characters: 宜


便
"
"儿子的病好了，妈妈终于放心了。","The son’s illness got better, and the mother finally felt relieved.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E5%84%BF%E5%AD%90%E7%9A%84%E7%97%85%E5%A5%BD%E4%BA%86%EF%BC%8C%E5%A6%88%E5%A6%88%E7%BB%88%E4%BA%8E%E6%94%BE%E5%BF%83%E4%BA%86-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E5%84%BF%E5%AD%90%E7%9A%84%E7%97%85%E5%A5%BD%E4%BA%86%EF%BC%8C%E5%A6%88%E5%A6%88%E7%BB%88%E4%BA%8E%E6%94%BE%E5%BF%83%E4%BA%86-%E5%A5%B3.mp3","儿子的病好了，妈妈终于放心了。
The son’s illness got better, and the mother finally felt relieved.

1. sick, illness

‎

终于 zhōngyú - finally

‎

    


Characters: 病
"
"他不但病了，而且病得很重，医生都说没办法了。","He not only was sick but was seriously ill; the doctors all said there was nothing they could do.","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E4%BB%96%E4%B8%8D%E4%BD%86%E7%97%85%E4%BA%86%EF%BC%8C%E8%80%8C%E4%B8%94%E7%97%85%E5%BE%97%E5%BE%88%E9%87%8D-%E7%94%B7.mp3","https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL36-%E4%BB%96%E4%B8%8D%E4%BD%86%E7%97%85%E4%BA%86%EF%BC%8C%E8%80%8C%E4%B8%94%E7%97%85%E5%BE%97%E5%BE%88%E9%87%8D-%E5%A5%B3.mp3","他不但病了，而且病得很重，医生都说没办法了。
He not only was sick but was seriously ill; the doctors all said there was nothing they could do.

1. sick, illness

‎

‎

    


Characters: 病
"
