Chinese,English,Audio 1,Audio 2,Raw Text
他们在开会，请勿入内。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E4%BB%96%E4%BB%AC%E5%9C%A8%E5%BC%80%E4%BC%9A%EF%BC%8C%E8%AF%B7%E5%8B%BF%E5%85%A5%E5%86%85-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E4%BB%96%E4%BB%AC%E5%9C%A8%E5%BC%80%E4%BC%9A%EF%BC%8C%E8%AF%B7%E5%8B%BF%E5%85%A5%E5%86%85-%E7%94%B7.mp3,"他们在开会，请勿入内。
Characters: 勿"
这本书里你最喜欢的人物是谁？,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E8%BF%99%E6%9C%AC%E4%B9%A6%E9%87%8C%E4%BD%A0%E6%9C%80%E5%96%9C%E6%AC%A2%E7%9A%84%E4%BA%BA%E7%89%A9%E6%98%AF%E8%B0%81-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E8%BF%99%E6%9C%AC%E4%B9%A6%E9%87%8C%E4%BD%A0%E6%9C%80%E5%96%9C%E6%AC%A2%E7%9A%84%E4%BA%BA%E7%89%A9%E6%98%AF%E8%B0%81-%E7%94%B7.mp3,"这本书里你最喜欢的人物是谁？
Characters: https://traverse.link/Mandarin_Blueprint/物 https://traverse.link/Mandarin_Blueprint/人"
这个人是一个了不起的人物。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E8%BF%99%E4%B8%AA%E4%BA%BA%E6%98%AF%E4%B8%80%E4%B8%AA%E4%BA%86%E4%B8%8D%E8%B5%B7%E7%9A%84%E4%BA%BA%E7%89%A9-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E8%BF%99%E4%B8%AA%E4%BA%BA%E6%98%AF%E4%B8%80%E4%B8%AA%E4%BA%86%E4%B8%8D%E8%B5%B7%E7%9A%84%E4%BA%BA%E7%89%A9-%E7%94%B7.mp3,"这个人是一个了不起的人物。
了不起 liǎobuqǐ - incredible, amazing
Characters: https://traverse.link/Mandarin_Blueprint/物 https://traverse.link/Mandarin_Blueprint/人"
大家总是说动物是人最好的朋友。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E5%A4%A7%E5%AE%B6%E6%80%BB%E6%98%AF%E8%AF%B4%E5%8A%A8%E7%89%A9%E6%98%AF%E4%BA%BA%E6%9C%80%E5%A5%BD%E7%9A%84%E6%9C%8B%E5%8F%8B-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E5%A4%A7%E5%AE%B6%E6%80%BB%E6%98%AF%E8%AF%B4%E5%8A%A8%E7%89%A9%E6%98%AF%E4%BA%BA%E6%9C%80%E5%A5%BD%E7%9A%84%E6%9C%8B%E5%8F%8B-%E7%94%B7.mp3,"大家总是说动物是人最好的朋友。
animal
Characters: https://traverse.link/Mandarin_Blueprint/动 物"
男孩生病了，医生给了他一些药物。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E7%94%B7%E5%AD%A9%E7%94%9F%E7%97%85%E4%BA%86%EF%BC%8C%E5%8C%BB%E7%94%9F%E7%BB%99%E4%BA%86%E4%BB%96%E4%B8%80%E4%BA%9B%E8%8D%AF%E7%89%A9-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E7%94%B7%E5%AD%A9%E7%94%9F%E7%97%85%E4%BA%86%EF%BC%8C%E5%8C%BB%E7%94%9F%E7%BB%99%E4%BA%86%E4%BB%96%E4%B8%80%E4%BA%9B%E8%8D%AF%E7%89%A9-%E7%94%B7.mp3,"男孩生病了，医生给了他一些药物。
Characters: 物 https://traverse.link/Mandarin_Blueprint/药"
生物是一门我很感兴趣的课。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E7%94%9F%E7%89%A9%E6%98%AF%E4%B8%80%E9%97%A8%E6%88%91%E5%BE%88%E6%84%9F%E5%85%B4%E8%B6%A3%E7%9A%84%E8%AF%BE-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E7%94%9F%E7%89%A9%E6%98%AF%E4%B8%80%E9%97%A8%E6%88%91%E5%BE%88%E6%84%9F%E5%85%B4%E8%B6%A3%E7%9A%84%E8%AF%BE-%E7%94%B7.mp3,"生物是一门我很感兴趣的课。
biology
Characters: 物 https://traverse.link/Mandarin_Blueprint/生"
鱼是生活在水里的生物。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E9%B1%BC%E6%98%AF%E7%94%9F%E6%B4%BB%E5%9C%A8%E6%B0%B4%E9%87%8C%E7%9A%84%E7%94%9F%E7%89%A9-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E9%B1%BC%E6%98%AF%E7%94%9F%E6%B4%BB%E5%9C%A8%E6%B0%B4%E9%87%8C%E7%9A%84%E7%94%9F%E7%89%A9-%E7%94%B7.mp3,"鱼是生活在水里的生物。
Characters: 物 https://traverse.link/Mandarin_Blueprint/生"
一名年轻人在四川发现了一件文物。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E4%B8%80%E5%90%8D%E5%B9%B4%E8%BD%BB%E4%BA%BA%E5%9C%A8%E5%9B%9B%E5%B7%9D%E5%8F%91%E7%8E%B0%E4%BA%86%E4%B8%80%E4%BB%B6%E6%96%87%E7%89%A9-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E4%B8%80%E5%90%8D%E5%B9%B4%E8%BD%BB%E4%BA%BA%E5%9C%A8%E5%9B%9B%E5%B7%9D%E5%8F%91%E7%8E%B0%E4%BA%86%E4%B8%80%E4%BB%B6%E6%96%87%E7%89%A9-%E7%94%B7.mp3,"一名年轻人在四川发现了一件文物。
Characters: https://traverse.link/Mandarin_Blueprint/文 物"
学校里的小孩子对身边的事物总是充满兴趣。,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E5%AD%A6%E6%A0%A1%E9%87%8C%E7%9A%84%E5%B0%8F%E5%AD%A9%E5%AD%90%E5%AF%B9%E8%BA%AB%E8%BE%B9%E7%9A%84%E4%BA%8B%E7%89%A9%E6%80%BB%E6%98%AF%E5%85%85%E6%BB%A1%E5%85%B4%E8%B6%A3-%E5%A5%B3.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E5%AD%A6%E6%A0%A1%E9%87%8C%E7%9A%84%E5%B0%8F%E5%AD%A9%E5%AD%90%E5%AF%B9%E8%BA%AB%E8%BE%B9%E7%9A%84%E4%BA%8B%E7%89%A9%E6%80%BB%E6%98%AF%E5%85%85%E6%BB%A1%E5%85%B4%E8%B6%A3-%E7%94%B7.mp3,"学校里的小孩子对身边的事物总是充满兴趣。
Characters: 物 事"
孩子们可太喜欢去动物园玩了！,No English available,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E5%AD%A9%E5%AD%90%E4%BB%AC%E5%8F%AF%E5%A4%AA%E5%96%9C%E6%AC%A2%E5%8E%BB%E5%8A%A8%E7%89%A9%E5%9B%AD%E7%8E%A9%E4%BA%86-%E7%94%B7.mp3,https://storage.googleapis.com/alley-d0944.appspot.com/Mandarin_Blueprint/LEVEL40-%E5%AD%A9%E5%AD%90%E4%BB%AC%E5%8F%AF%E5%A4%AA%E5%96%9C%E6%AC%A2%E5%8E%BB%E5%8A%A8%E7%89%A9%E5%9B%AD%E7%8E%A9%E4%BA%86-%E5%A5%B3.mp3,"孩子们可太喜欢去动物园玩了！
用法 1 - zoo (MW: 个 gè)
Characters: https://traverse.link/Mandarin_Blueprint/园 动 物"
